label,tweet
1,t stink in this bitch it must be them pussy ass niggas talkin shit
0,t stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me
1, the principle of the matter bitch! &#128581;
1,t was my sophomore year that I learned these hoes weren't loyal
0,"t was nice of you to unfollow me, fag"
2, would be pretty cool if I got to see  1 more time before I go back to hillbilly town!  
1,"t wus yo fat ass that filled out the application to work there, not me bitch....."
1,"t's #CampaignSeason, bitch.  https://t.co/muxtC1fHmH"
1,t's 2014 and y'all niggas still fuckin with these hoes. Go get you a wife bruh #wifingsquad2014
1,t's 90 degrees and this bitch has a stuffed animal wrapped around her neck #onlyattheducksgame
1,s Friday bitch!! http://t.co/9Taj2OUsCc
2,raoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!
1,"t's Mrs. G, bitches. That's Mrs. GROHL if I don't know you. #wineprobz"
1,"t's October babe, you don't have to be a hoe anymore."
1,t's Some hoes out here tonite &amp; I got Shawty wit me
1," a Bob Schieffer holiday now, he's proud and smitten that he's the ""good white guy,"" hicks be damned! Everything is 1965. Everything."
2,"s a bird? It's a plane? No, it's Peter ""Walkin on Air"" Byers  http://t.co/WHECP5kDci"
1,t's a lil bitch at the bus stop with Adidas flip-flops &amp; socks on. I know dem mfs soggy as fuck.
0,t's a lot of Uncle Tom ass niggas out here.
1,t's a lot of fat bitches at this party I'm we at right now my outfit way too much fire to be at a function like this
2,'s a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!
2,"t's a plane, it's a bird, nah it's just me doing laps around the dam. Lol"
1,'s a recession on everything   Chasing pussy is never attractive!
1,t's a sad sad day when a bitch loses her sponsor
1,t's a small world and hoes make it smaller
2,"t's almost Christmas, Charlie Brown..."
1,t's basic bitches unite around these parts &#128514;
1,t's beanie weather bitches &#127744; http://t.co/uy012Hkz9Q
1,t's been a minute since we chilled like we use to. I hope that pussy still feels like it use to.
1,t's boner Sunday bitch
1,t's bout that time were I feel like beening a hard working woman .....and a stripper hoe by night don't judge me &#128175;&#9996;&#65039;&#128514;
1,t's definitely a bitch everything in life is ruled by money. Such a moral heartbreak.
1,t's either your getting pussy Or are one what will it be?
1,s fact that a male brain cannot always hear the high pitched voice of a women.. So bitch don't get mad..I really didn't hear you!!
1,"s funny how females don't want to be called a ""bitch"" but if you put the word bad in front of it then they're happy af"
1,t's funny how girls are crying over their nudes being on IG like bitch why you sending nudes to begin with?
1,"t's funny how these swaggot white boys wanna act like they're Ballin till it comes time to tip.
Sad ass crackers."
1,t's funny when u get a black female mad they start acting ghetto then a bitch
1,t's going down it's going down it's going down lil bitch.
2,t's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T
1,t's hard being a real nigga when these niggas got bitch tendencies
1,t's hard getting a bitch from the hood to suck your dick on camera.She swear EVERYBODY knows her....And she hates the light.
1,t's hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man &#128514;&#128514;&#128514;
1,t's hot and my allergies are killing &#128553; I feel like a little bitch &#128514;
1,t's iguanas out this bitch n er thing
2,"'s just not the same, #LittleDebbie #Cloud #Cake are not #Twinkies! http://t.co/OOILML6M"
1,"t's kind of funny when people tell me they haven't seen me in years, and where have I been. Like at home bitch"
1,"t's lame that you can buy clothes that look like real military clothing.
If you wear it I will make fun of you.
You're a 4 star bitch."
0,t's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord
1,t's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;
1,t's moe's monday ten ten ten twenties on yo titties bitch
1,t's money over bitches even though I love ladies
1,s my main bitches 21st ayyyeeee  happy birthday babbbyyy!!
1, my mans  birthday!!! All the big booty bitches show him some love &#128514;&#8230; http://t.co/xddlyR1APq
1,'s no wonder my titanium ankle is killing me. Woo retarded 'winter' weather! #texas #weather http://t.co/rrKxBwG1u4
1,"s not ""pears"" bitch, it's PEAR."
1,"s not ""unique"" it's ghetto as hell."
1,t's not a sin to have a interchangeable bezel but when that bitch don't screw back on ... #ThatsAProblem
1,"t often you see the words ""disingenuous,"" ""egregious,"" and ""cunt filth"" all in one sentence and properly used. #points"
1,"t's official. I leave America January 3rd. See ya bitches in February. 

Have fun with winter for me."
1,t's ok to tell a nigga he trash and a feature will never happen fam.
1,"t's one thing to be a hoe, but a ratchet hoe? Bitch please, take a seat --&gt; _/"
1,t's only 9:12 AM here but I'm about to pour up some pineapple ciroc &amp; blast this Future mixtape at maximum levels because bitch Im in Vegas
1,t's only a few real bitches I know.
1, out b day bitches!!!&#128540;&#128540;  http://t.co/IuKw2icw
1,t's pretty much been confirmed that I have the BEST bitch face on the planet.
1,"t's really a bitch when you're trying to make a difference to someone else, and they intentionally make a point to make you feel like shit."
1,"t's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL"
2,t's scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.
1,"t's so scary hoe Annabella does everything I do , she acts just like me &#128514;"
0,t's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl
1,t's still Spring bitch
1,t's still going ... I'm gonna start singing cause this nigga got the hoes http://t.co/tBSD5jBjzx
2,t's stuff like this that makes black people look retarded. It's not expressing yourself its stupidity http://t.co/MxbGfPvICF
1,"t's summer bitches 
&#128139;&#127802;&#127774;&#128132;&#128142; http://t.co/JxqonTfiUq"
1,t's summer bitches.
1,t's the 21st century ladies SPOIL YOUR MAN. don't be a snotty stuck up bitch.
2,t's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.
0,t's this dyke chick cut hair in the barbershop look just like Future
1,t's this hoe pics I'm looking at she got her ass out in 20pics then got 5 with her son....these hoes crazy
1,t's throw it in her throat thursdays so make a ghetto gaggler out of her
0,"time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. http://t.co/9Eyi0K8w"
1,"t's to many hoes 
Tryna act like the
Wifey type."
1,t's too early to talk about eating pussy. Who ate ass this week?
0,t's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.
2,"t's weird but I miss Robertson Screwdrivers :( --&gt; From &#8216;toque&#8217; to &#8216;mickey,&#8217; ten Canadianisms :: http://t.co/LUFaCmlo20 via "
1,"t's wifey over bitches, but money's over her, cuz money's under nothing, my life is such a blur, it's not the way it has to go..."
1,t's winter up this bitch http://t.co/kYYckry6Qk
2,"s #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials"
1,"ts Brittany, bitch"
1,ts a bitch living in a country where you have two choices for President and fifty choices for Miss America .....
1,ts a million bad bitches in this world and you stucc on stupid
1,"ts a problem, bitch ya better follow me.... I give ya this dick you then won the lottery....."
1,ts bros ova hoes but wifey comes before ya bros
1,s cool its str8 i know y'all got the WRONG bitch i understand !
1,ts crazy hoe we all ken folks im talking all my friends is my family
1,ts feeling like wintertime bitches
1,"ts funny how bitches nag me, they jus mad they cant have me"
1,ts funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend &#128514;
1,s gorg out!   This bitch thinks its june or something  http://t.co/mFVCmym
1,ts hotter than a fast bitch thighs rubbing together while she running a marathon
1,"ts like u want me to be the sideline hoe and dat shid ain't nvr finna happin while I'm well and living fuck dat I rather say fuck
It and u"
1,ts not always good to have haters... sometimes you're just a stupid bitch (._. )
1,ts nt that i hate that bitch i just hate the shot he do
1,ts obvious the bitch is still immature and havent let go of the past yet. Just face it. You fucked up a good thing
1,ts okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards
1," so many bitches n their friends don't like me ,,, all because of one nigga. A nigga that ""I"" will &amp;&amp; still have ,.. &#128553;&#128525;&#128536;&#128155;&#128153;&#128143;"
2,ts suppose to be yellow but we dont do yellow &#127821;&#128520;&#128127;&#128127;&#128520;&#128127;&#128127;&#128127; http://t.co/y1hLiBjQmn
1,ts the NATURE of birds. YOU LET ONE of them eat---Next thing you know you've invited the entire ecosystem to shit on your car. #SFvsSTL
1,"ts too early for all this bullshit, fuck all yall hoes lmfao"
1,"ts true though lol   &#8220; If your girl think about you, &amp; you don't make her pussy jump you ain't shit brah&#8221;lls"
1,ts uno shawty id drop my imaginary hoes 4
1,ts wayyyyy more going on now than 2 have u pushing yo trash ass music right now
1,ts what we call #Bitchassness   If a nicca tell a female another man got mad girls throwin salt that man gay straight up
1,ts ya boi popsley da 83ar aka the real meek mills I was on this earth first pussy http://t.co/N8v2johm
1," decided to grow my hair, i aint braiding it tho.......straight curls out dis bitch !"
1,ve got the best friends a functioning retard could have.
1,ve never seen this part of pussy town before... lolololol the end of this song thoo....
1,J Watt was on his grown man shit all night.. Now let's get it #Yankees
1,ada Fire has never dropped me for talking to imaginary hoes
0,ai may make an appearance at the party... love that fag
1,"ai's hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot, I'll call someone a fag."
1,aime dont make me look like a bitch lmao
1,ake gettin all da bitches rn
2,"amaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives."
1,"eis Winston got benched for standing on a table and saying ""Fuck her right in her pussy"".

The irony is so deep you can use a shovel."
1,ameis tweet   Fuck her right in the pussy
1,ames is the biggest bitch in basketball i swear.. fuckin cramps seriously
1,"ammin these sad songs, smoking squares thinking bout bitches..."
1,apanese babe Maria Ozawa gets her Asian pussy fucked&#160;hard http://t.co/ULDgV82QcN
1,apanese mature cat with spots has her old pussy split wide and filled with hard&#160;cocks http://t.co/49snPMqnMW
1,apanese teen has her trimmed pussy toyed by a green&#160;vibrator http://t.co/jC8AZqu6nr
0,"ason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa"
1,x a hoe!
2,ay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via 
1,ay-Z got 1 of the baddest EVA that proves men don't really need to look good to pull these hoes want security
1,azz jumbo dick corporations. Making bitches tap out since 1999
1,ealous ass bitch tryna turn me to a lick but you won't live to see that shit
1,ealous bitches smh
1,ealous niggas usually send the hate threw the bitches
1,ealousy is such a bitch.
1,ealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING.
1,ean skirt ass hoe
1,"na came for one pair of shoes. Took two pair &amp; four shirts. ""In case."" Her retarded ass is going to work. Lol"
1,enna played the Weeknd &amp; Mac just looked at us like theeeese bitches..
1,enna stays pimpin these hoes
0,"ennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt"
1,"sie Andrews has the best ""girl on girl"" scenes in porn. LOVE the way she makes bitches cum."
1,et lag a bitch
2,eter almost broke Yankee stadium
2,ets trash
1,hene Aiko ain't shit but a spiteful side hoe she ain't even fine
2,ihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via 
2,ihadi John has struck again. Prayers with the victims' families. What is the #bounty on His head? Time 4 him 2 meet allah
2,"ihadi pop music debates: &#8220;yo, bro, did you hear the latest Abu Yasser hit?&#8221;, &#8220;No bro, I&#8217;m totally an Abu Hajar fan&#8221; #UnderGroundCulture"
2,ihadi propaganda ploy:US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself &amp; iran http://t.co/pFxYby2c15
2,ihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that *attract* participants. http://t.co/nJJGA7S5LQ
2,ihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk
2,ihadis Turn Washington National Cathedral Into Mosque For Friday Prayers http://t.co/4AHp4t86bP #lnyhbt #ccot #teaparty #gop #tgdn
2,ihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.
2,ihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ
2,ihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down
2,"ihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank"
2,ihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http://t.co/h1hjHYnbY2
2,ihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-35?
2,ihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS
2,ihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv
2,ihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t
2,"indal seemed to be having an out-of-body experience enhanced by special brownies
http://t.co/W0cyEcqKLo
Bj Up and At 'Em
#stribpol #mngop"
1,k. I'm going to be a pussy about it. I don't want the love of my life seein me all scared and shit.
2,oba Chamberlain looks like a homeless guy that won a contest. #Yankees
1,"oe Budden always flexin on average twitter niggas wit his pool parties n bitches, the nigga can't compete wit otha rap niggas"
1,oe ripping on a Nobel prize winner while hes not their. What a little bitch #morningjoe
1,oe young gone shoot that bitch
1,oes parties got hoes but it's always hot as hell
1,ohn Kerry.... the SELLOUT: http://t.co/SFIRSvDy #neverforget how this pussy screwed our troops in Vietnam. Now he's rewarded. Disgusting.
1,ohn Legend is showin this country bitch up on her own song
2,ohn McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI
1,ohnathan Martin is a straight up pussy. #ManUp
2,ohnny Manziel just flipped somebody the bird...
0,ohnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh
0,hnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe
1,ohnny is a punk bitch doe
1,oin my crew bitches
1,"on Jones just lost all my respect, turned down a fight like a bitch, hope he loses his next fight now, "
1,on Stewart takes a crack at stupid teabagger moron Rick Perry and his gay/alcoholism commments http://t.co/fqcWZHMjom
2,ones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB
1,onica look like a hoe from 55th and superior &#128514;&#128514;
1,"ordan: so Watcha been up to at college
Me: fuckin bitches &amp; stuff, ya know
Jordan: alright seriously

&#128533;  #IChooseToBeAbstinent"
2,ose Soto: Reflections of a former gay teabagger http://t.co/XtMMuzyK
2,osef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest
1,osh you're a hoe &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;
2,"s on my feet, that song is trash too loll"
1,"ooooo at ""pussy on fleek"""
1,uicy J can't say no to ratchet pussy remember?
1,ulius Peppers still seems retarded.
1,ump out 2nd floor window cuz I'm over my side bitch crib and my girl beatin on the door - Josh Shaw
1,ungle Fever be my favorite movie. Dat white girl love dat colored mans thang. She take it hard and deep. Drive dat girls daddy wild crazy
1,uniors are still pussies
1,s a D nicca n the A!
1,us need a bad bitch thats gone always hold me down
1,us need my nig Mack Wilds to win...fk the award tho
1,us tired to tell a nicca Young Thug was gah yesterday nicca ain't believe me &#128530;
1,"us waking up and hearing about this lebron sheet , what a dummy . No respect for him , go get ya rings and come back? Real admirable #bitch"
1,uss got this hoe. Free so why not? Lop :p http://t.co/TR8b5D7U
1,ust a young niggah wit a promised future. 
2,ust as trash as the others. Fixed none of my issues.   Naw.   Anyone download ios 8.0.2 yet?
1,"t bc your hair is ""laid"" or wuteva dont mean nothin. Yo shit gotta smell MARVELOUS don't no nigga want a bitch who smell like burnt weave"
1,ust because you have a issue and your attorney is out of town doesn't mean you can be a bitch to me. Next time don't get in trouble
1,"ust bought  new release, and to all of you pussies whining about it...STFU. #TurnThatShitUpLouder #Godsmack"
1,ust called a 6'5 basketball player out for the fade on twitter cuz dat pussy nigguh live in Georgia. Come get me bitch
1,st cause you be on every party seen dont mean you bad bitch!
1,ust cause you got a boyfriend now don't mean you still ain't a hoe. Now you're just a hoe with a boyfriend
2,ust cleaned my fingernails with a knife. #hillbilly 
1,ust cleaned this bitch. #BoyfriendsTruck #Clean #InsideAndOut #Ram1500 #TookForever #NoFliter&#8230; http://t.co/Bvb0LRisHY
1,"ust cuz he looked at you doesn't mean he likes you, hoe"
1,ust don't be looking for no dick later cuz I'm not a hoe.
1,"st don't be offended! It's a word, you're just a bitch who's looking for something to bitch about."
1,ust dropped dat fine ass woman  We has da best chicken eva. I spectin some lovin but she a lady and da colored thang
2,ust got done taking some photos with brownie #flowcity
1,ust got into with some chic in Rally's parking lot bitch speeding through the parking lot and almost hit my niece &#128545;&#128545;
1,ust got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was 1978
1,ust got rich. Took a broke nigga bitch
1,ust got shit on by a bird #blessed
1,ust had someone under 25 casually ask me what the 'FF' stood for on my car. R u fking serious &#128553;  bitch.
1,ust hand them the game you zebra jack asses and save us all the trouble of watching
2,ust hit 40 in flappy bird.&#128527;
1,ust hold on we goin to the crib bitch
2,ust in case the day couldn't get better wife's Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2
2,"st killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
#work"
1,ust landed in Orlando. The flight was as bumpy as a bitch
1,ust lets you know we all self conscious even the pretty bitches
1,ust like a bitch. Typical shit. Stepping in place. Elliptical shit. Wizard of hearts. Mythical shit. Watch yourself. Mystical shit.
1,"t looked at a news story and thought to myself, ""Is she fucked up some kinda way?"" because I am 12% hillbilly."
1,ust made that test my bitch
1,ust might fuck yo main bitch. Dats just how I feel &#128520; http://t.co/oodbPTGV1n
1,ust need a bad bitch thats gone always hold me down
1,ust need to know what that pussy like so one time is fine with me
1," once in my life I wanna see someone on family feud look at their family member and say ""That's a horrible answer! Are you retarded?""."
1,"t ordered CHINESE food bitches! 
BRING ON THE CAT!"
1,"ust passed my ex's neighborhood and came across the thought that, in the end, I was the side bitch."
2,ust posted a photo @ Yankee Stadium http://t.co/yFLU32Xh
2,ust purchased my first trenta iced coffee....this is a slippery slope
1,"t read this instagram profile ""luv my grls, princesses by birth, bitches by choice"" yeaaah youre cool.. #tryhard #loser"
1,ust remember when having standards becomes cool again......im gonna call a lot of you out for staying quiet like a bitch all this time.
1,ust said bye to  Last time I have to see his bitch ass for four months #ThankGod
1," said cunt in front of this old lady, I kinda froze, then she yelled ""YEAH YOU TELL THAT CUNT!""
Is it too late in life to get adopted?"
2,ust saw a crow gallop across the road. #mmkay #wut &#128514;
1,ust saw a lady that looks like honey boo boos mom. Goddamn that bitch is ugly.
1,ust saw the baddest bitch in life walking down the street if she didn't have that Aeropostale shirt on I prolly woulda gamed her ass up
1,ust saw wat  did to my car -.-t bitch
1,ust sayin what up hoe    fuck i do to u bitch
1,ust seen a dude wearing all black and white outfit with Pyrex shorts. She's getting some pussy tonight.
2,ust seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.
1,ust seen the baddest bitch in tower city... My heart just got warm &#128514;&#128514;&#128514;
1,"ust smile, bitches love smiling :D"
1,"ust smoked a whole 8th of that Reserve, thanks to my niggah "
2,"ust spoke w/  legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful"
1,"ust start blocking dissenters, you coward pussy.  Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
1,"st started my upgrade for the level 2 dark elixer drill! 1,500,000 elixer. That was a bitch to get."
1,ust stop being a hoe God dammit bitch it ain't that hard
2,ust stopped by the line up room  still look like a doo wop singer.
1,ust straight ignorant bitches #WhereTheyHeadsAt
1,ust straight like that. No chaser. And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA.
1,ust tied my right shoe while driving on the freeway if that ain't swag bitch then I don't know what is
0,"t to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol "
1,ust touch down in Jamaica tryna smoke two acres . Send a nigguh to his makerr
1,ust trynna have a bad bitch come thru &#128564;
1,ust unfollowed another crazy bitch. Whos next? lol
1,"ust wait. The day i get off probation. You know this bitch is gonna be on the moon, and im not gonna come back to Earth for a while."
0,"ust watched the scene in zero dark thirty where they pop Osama's bitch ass 
#U #S #A"
2,ust when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v
1,"t yelled out ""Damn it reeks of weed in there.""(really did) after this stoner fag didn't tip me while a cop was walking by.
HAHA bitches."
1,ustin Bieber fakes his permanent bitch face and it bugs the shit out of me.
1," dude seriously I'm not retarded, so stop talking to me like I am or I'll start being retarded and make you change my drool cup"
1,Michelle shaped but it's FAKE!She pretty but she a manly bitch.And the little mermaid hair just looks foolish.
1,.Michelle talking bout can't raise no man well due bitch he already grown
2,FC biscuits trash now
2,"aasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is"
1,ae &amp; Chris coming for yall bitches as a couple &#10084;&#65039;&#128076;
1,aetlin is a bitch
1,ngaroo jac ! &#8220; A Bitch wit dry weave   Fuck I look like hoe http://t.co/HKmTwgp9ah&#8221;
1,anye new video so bitch made mane. Bruh how you gone throw shots a Barrack den come up wit Dat shit
0,anye west is a faggot
2,nyeeeeeee is just a yard ape acting idiot!just stupid...
1,"yes verse on ""I won"" is making hoes feel like trophies for real."
1,arlie jus put all these bitches on niggas better start checkin they wheels after y'all drop y'all bitch off
1,"arma a bitch, but she can't figure me out with the shit im doing.."
1,arma is a bitch
1,arma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?
1,arma is a bitch so baby you will get yours
1,arma is a bitch. The tables will turn even if the person want it to or not. You can't stop it either
1,arma is a bitch... http://t.co/U8uK4v7nwN
1,arma is a bitch? Well just make sure that bitch is beautiful..
1,"arma is the biggest bitch you'll ever meet, Keep pushing her buttons.........."
1,"arma is the worst bitch, remember that"
1,arma is theeeee biggest bitch
1,arma sure is a bitch. Lol
1,arma's a bitch huh
1,armas a bitch
1,armas a bitch I guess you should of loved the old me.
0,armas a bitch and so are you. You'll be getting along just fine real soon.
1,atey an Voka made the hoes in the background popular....
1,"aty's grand exit tonight from Firehouse &gt;&gt;&gt;&gt;

Hasta la bye bye bitches &#128514;"
1,awasaki dating a faggot smh
1,"ci and I greet each other by saying ""hey cunt"" like it makes me lol"
1,eep dem POO hoes off ya TL b....
1,"eep doing your thing kid, people why soon realize your a lying faggot"
1,eep it G I never fucked a squirter bitch &#128514;
1,"eep it real, Keep it real, Keep it real, Keep it real. Nigga say he fucked my bitch and he couldn't wait to squeal"
1,eep it realer than the next bitch no need for u to ever sweat the next bitch indeed&#8252;&#65039;
2,eep those away frm Charlie Day   Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.
1,eep to myself this year bitches reckless
1,enny lee gotta be da only light skin nicca dat eat Chitlins &#128514;&#128514;
2,entucky Fried cater to da white folk. No colored menu
1,etchup on tha beat hoe
1,"vin hart 4""8 bitch"
2,loee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq
1,"hole Kardashian pregnant by French Montana
guess she put in work and popped that pussy lmao"
0,ick dem fucc niccas out da spot
1,ick down your door and smack that bitch   Make me wanna ride past ya house and sit.
1,ick that bitch right in the pussy.
1,icking bitches out the house like Pam
1,icking niccas Tf outcha mentions like http://t.co/bEl7uNzgLt
1,ids a bitch
1,ids don't put up with your Mother calling you a thot. She mad because hoe wasn't a cool thing to be called back in her sluttish day.
1,"ierstens a bitch. Squid hands, squid hands&#128025;"
1,ill her body with four-play. Her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex
2,ill la kill was trash
1,ill't dat bitch &#8220; Shmoney Bitch    https://t.co/lNQdazIjJk&#8221;
1,llin these niccas n I hate all my ex hoes!
2,lling it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx
1,im K is alright but honestly so many niggas been in that I'd rather not.. And Miley got unfollowed that bitch is just strange.
0,im Kardashian look like a tranny with all that surgery
1,inda   U mad friend??   Fat fucking funky nasty ass hoes
1,inda just wanna cruise and see if I see that colorful ass bitch walking around. Best believe there will be one less clown on this earth
1,inda want to spit my gum into some bitches hair.
2,"ing, TI vs tip and that troubleman albums all trash."
0,"ip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him."
1,irk Hinrich going fucking dumb out that bitch
1,"iss IMO this conductor, it's 4:30 AM have some courtesy you bitch."
1,iss imik this bitch just added another 50 seconds to her story I think its a new record.
1,issing that bitch but she sucking me
2,nock em down wit sum chunky &#128548;&#128299;
1,ockin a dent in dis big bitch! FWM everywhere  http://t.co/cWhqm47v6t
1,"now that karma's TOO REAL, hope you doin' cool.. But still stupid ass bitch, I ain't fuckin' with yoooou."
1,now that the bad bitch got ittt &#128553;&#127908;
1,"now why birds don't wear pants?
Cause their pecker's in the way"
0,now why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary
1,now you didn't see it but I know you bitches heard it
1,now you don't like me cause you're bitch most likely does
1,nowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.
1,nown to take a nigga bitch real quick
1,obe Bryant is such a bitch. Grow up pussy.
1,obe ain't no hoe.
1,e is fat &amp; Im white &#9996;  Some people just retarded lol   Y'all really think Kobe Fat tho??? Give me a break!!
1," to Dwight: ""You a soft muthafucka, and you a bitch ass nigga!"" lmaooo"
1,rakin this bitch ipem at 12... WHO SIPPIN WIT ME... ELEMENTS http://t.co/lGCM88hsnP
1,ratataaaaa swag bitch
1,yles a bitch
1,"niggas will rock anything a bad bitch post post on these social sites.. ""I just want a nigga to sniff a fart off my ass crack like dope."""
2,"A M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT"
1,"A is the only place where you will see some of the baddest bitches in the world ...

At the bus stop"
1,ITERALLY &#8220; Fat hoes hold a nigga down&#8221;
2,MAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe
1,MAO     Yes &amp; no   Is it ok to beat a bitch up over some tweets or nah? http://t.co/gmcyHDtB
1,"O   post away about this ""bitch"" I've seen all the memes the word has to offer in regards to me i honestly don't care."
1,MAO   You a bitch. And Rihanna always gonna be badder than Kamehameha. 
1," did u really just call me a hoe? lol ""   yeah you hoe!"""
1,MAO what a comeback. &#8220;   says the twat with the sides of her head shaved like a damn asshole.
1,MAO. Twitter little bitch ass site . I need to start using this hoe more.
1,MAOO   Tyga wife hoes and teenagers his life sucks
1,MAOO beans   this bitch is so stupid smh http://t.co/otonir2yEX
1,"OOO @ ""*gasp* that bitch""

Y'all do too much from behind a phone"
1,AOOOOOOO   *Record Scratches*   Damn Twitter famous bitches out hea strippin!? &#128557;&#128557; http://t.co/BLrN8dzyA3
1,MFAO  I found my diary me complaining about you being a bitch &#128514; tbt I'm DEAD http://t.co/pl7qsAS15b
1,MFAO   &#8220;shut up u slutty white hoe   Didn&#8217;t know the Pats got DESTROYED tonight LMFAOOOO&#8221;
1,"MFAO, stupid bitch tells me at the door they already started, and to come back.&#128514;&#128514; UMMMM NAH"
1,MFAOO somebody commented on my book saying I need Medical Attention bitch you the one reading it &#128514;
2,MFAOOOOO BYE &#8220; American sports trash. Soccer and Hockey the best sports.&#8221;
1,MFAOOOOOO GAY AS FUCK   &#128557;&#128557;&#128557;&#128557;&#128557; get these two faggots off my TL http://t.co/oKUMmSJEYi
1,Maoooo. .. &#171; Gucci really ass but for some hoes I'll bump a couple songs&#187;
1,"Maoooo. ... &#171;  No shade taken. It's Swahili for ho. And like, Den&#8226;suaw. Lol.&#187;"
1,Maoooo.... &#171; Jesus healed folks wit Leoparcy but yall hoes wanna get leopard print tattoos&#187;
